x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63
Iya,Tangerang,Rumah,4,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,1,1,Tidak ada,1,1,1,2,1,1,Tidak ada,3.0,1.0,5.0,4.0,10.0,8.0,9.0,6.0,7.0,2.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,2 - 4 jam,Tidak punya mesin cuci,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,> 12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,-
Iya,Tangerang,Rumah,4,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,1,2,Tidak ada,4.0,2.0,5.0,6.0,10.0,8.0,9.0,1.0,7.0,3.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,3 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,9-12 Jam,> 12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,-
Iya,Depok,Rumah,4,Panas,2200 VA,Ya,lebih dari 20,1,1,Tidak ada,Tidak ada,1,Tidak ada,1,1,Tidak ada,3,Tidak ada,3,Tidak ada,Tidak ada,2,1,5.0,4.0,7.0,3.0,10.0,8.0,9.0,2.0,6.0,1.0,4 - 8 jam,8 - 12 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,< 2 jam,> 4 Kali,> 4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,> 12 Jam,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Siang (11:00 - 15:59),4.0,"mematikan lampu disaat tidak digunakan, mencabut charger/mematikan stop kontak saat tidak digunakan"
Iya,Jakarta,Rumah,5,Sejuk,900 VA,Ya,16-20,1,1,1,1,1,Tidak ada,1,1,1,1,1,1,1,Tidak ada,1,1,2.0,3.0,1.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,< 2 jam,2 - 4 jam,> 8 jam,> 12 jam,4 - 8 jam,2 - 4 jam,> 4 Kali,> 4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,<2 Jam,> 12 Jam,<2 Jam,9-12 Jam,9-12 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,> Rp 2.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Sore (16:00 - 18:59),4.0,Matikan lampu sebelum tidur
Iya,Jakarta,Rumah,5,Sejuk,> 2200 VA,Ya,16-20,1,1,1,1,1,1,2,1,Tidak ada,1,3,1,4,Tidak ada,2,1,3.0,2.0,4.0,5.0,10.0,8.0,9.0,6.0,7.0,1.0,< 2 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,4 - 8 jam,4 - 8 jam,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.500.001 - Rp 2.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),"Januari, Juni, Agustus, Desember, Tidak Ada perbedaan signifikan",Malam (19:00 - 04:59),4.0,-
Iya,Jakarta,Rumah,4,Sejuk,2200 VA,Tidak,10-15,1,Tidak ada,1,1,1,Tidak ada,1,1,Tidak ada,1,2,1,3,Tidak ada,2,1,3.0,2.0,5.0,4.0,10.0,8.0,9.0,6.0,7.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,-
Iya,Jakarta,Rumah,4,Sejuk,2200 VA,Tidak,10-15,1,1,1,1,Tidak ada,1,2,1,Tidak ada,1,2,1,3,Tidak ada,2,1,2.0,3.0,4.0,5.0,10.0,8.0,9.0,7.0,6.0,1.0,< 2 jam,< 2 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,2 - 4 jam,2 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,b
Iya,Jakarta,Rumah,5,Sejuk,2200 VA,Ya,16-20,1,Tidak ada,1,1,Tidak ada,1,2,1,Tidak ada,1,2,1,4,Tidak ada,2,1,2.0,3.0,5.0,4.0,10.0,8.0,9.0,7.0,6.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,9-12 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,Batasi penggunaan komputer
Iya,Jakarta,Rumah,3,Sejuk,2200 VA,Ya,10-15,1,Tidak ada,1,1,1,Tidak ada,Tidak ada,1,Tidak ada,1,3,1,2,1,2,1,3.0,2.0,4.0,5.0,10.0,8.0,9.0,7.0,6.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,8 - 12 jam,4 - 8 jam,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,hanya menggunakan lampu dimalam hari
Iya,Jakarta,Rumah,3,Sejuk,2200 VA,Ya,10-15,1,1,1,1,Tidak ada,Tidak ada,1,1,Tidak ada,1,2,1,3,Tidak ada,1,1,3.0,2.0,4.0,5.0,10.0,8.0,9.0,7.0,6.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,4 - 8 jam,4 - 8 jam,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Jarang menggunakan alat listrik besar 
Iya,Bandung,Kos,4,Panas,900 VA,Tidak,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,4 - 8 jam,8 - 12 jam,Tidak punya AC/kipas angin,Tidak punya AC/kipas angin,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,<2 Jam,> 12 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Januari,Siang (11:00 - 15:59),3.0,Gunakan seperlunya saja
Iya,Bandung,Rumah,> 5,Panas,900 VA,Tidak,6-10,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,1,Tidak ada,5.0,2.0,7.0,10.0,6.0,9.0,3.0,4.0,8.0,1.0,4 - 8 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Pagi (05:00 - 10:59),4.0,Menghemat
Iya,Bandung,Rumah,5,Sejuk,2200 VA,Ya,16-20,2,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,1,Tidak ada,3.0,8.0,5.0,2.0,4.0,7.0,6.0,9.0,1.0,10.0,< 2 jam,2 - 4 jam,< 2 jam,< 2 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,> 4 kali,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,> Rp 2.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Sore (16:00 - 18:59),2.0,Mematikan lampu/peralatan listrik lainnya yang tidak dipakai.
Iya,Bandung,Rumah,> 5,Sejuk,2200 VA,Tidak,6-10,1,Tidak ada,2,Tidak ada,1,Tidak ada,2,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,1,Tidak ada,2.0,8.0,3.0,7.0,10.0,4.0,6.0,5.0,9.0,1.0,2 - 4 jam,4 - 8 jam,< 2 jam,< 2 jam,< 2 jam,< 2 jam,Tidak punya mesin cuci,3 kali,Ya,Ya,Ya,Ya,Ya,Ya,Ya,> 12 Jam,> 12 Jam,9-12 Jam,> 12 Jam,> 12 Jam,3-8 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),September,Malam (19:00 - 04:59),3.0,Sesekali menggunakannya 
Iya,Bandung,Rumah,4,Sejuk,1300 VA,Tidak,10-15,1,1,1,1,1,1,1,1,Tidak ada,1,1,1,1,Tidak ada,1,1,5.0,4.0,2.0,9.0,10.0,3.0,8.0,7.0,6.0,1.0,< 2 jam,< 2 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,2 - 4 jam,1 kali,> 4 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Rumah dibuat dengan pencahayaan maksimal 
Iya,Bandung,Rumah,3,Sejuk,1300 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,1,1,1,1,Tidak ada,1,1,3.0,9.0,8.0,2.0,10.0,4.0,5.0,6.0,7.0,1.0,4 - 8 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,2 - 4 jam,2 - 4 jam,3 kali,2 kali,Tidak,Ya,Ya,Tidak,Ya,Tidak,Ya,<2 Jam,3-8 Jam,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Siang (11:00 - 15:59),3.0,Mencabut colokan
Iya,Bandung,Rumah,5,Sejuk,1300 VA,Tidak,10-15,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,1,1,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,> 8 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,< 2 jam,< 2 jam,3 kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,Ya,<1 Jam,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Pagi (05:00 - 10:59),4.0,"Matikan alat listrik saat tidak digunakan. Misalnya, TV, lampu, AC, atau charger ponsel jangan dibiarkan menyala terus. 	•	Gunakan listrik seperlunya. Nyalakan AC hanya di ruangan yang dipakai, atau atur suhu tidak terlalu rendah (sekitar 24–26°C)."
Iya,Bandung,Rumah,5,Sejuk,> 2200 VA,Ya,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,1,Tidak ada,2,Tidak ada,Tidak ada,2,2,3.0,8.0,9.0,7.0,10.0,6.0,2.0,5.0,4.0,1.0,4 - 8 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,<2 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Juli,Malam (19:00 - 04:59),3.0,Mematikan varang elektronik yg tdk terpakai
Iya,Bandung,Rumah,4,Sejuk,2200 VA,Ya,lebih dari 20,1,Tidak ada,1,1,1,1,1,1,Tidak ada,1,1,1,1,Tidak ada,3,1,8.0,7.0,2.0,10.0,6.0,4.0,5.0,3.0,9.0,1.0,2 - 4 jam,4 - 8 jam,4 - 8 jam,4 - 8 jam,< 2 jam,2 - 4 jam,4 kali,4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,9-12 Jam,9-12 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,"Hidup sederhana dan selalu teliti dengan penggunaan listrik, selalu mematikan ketika sudah tidak digunakan "
Iya,Bandung,Rumah,3,Sejuk,2200 VA,Ya,16-20,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,1,1,1,Tidak ada,1,Tidak ada,Tidak ada,1,1,3.0,6.0,8.0,7.0,10.0,5.0,4.0,2.0,9.0,1.0,2 - 4 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,4 - 8 jam,2 - 4 jam,2 kali,3 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,"menggunakan elektronik dengan daya rendah, menambah masukan cahaya matahari sehingga pada siang hari tdk perlu menyalakan lampu"
Iya,Bandung,Gudang,5,Panas,2200 VA,Tidak,16-20,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,1,1,1.0,2.0,5.0,4.0,10.0,6.0,3.0,7.0,8.0,9.0,4 - 8 jam,8 - 12 jam,2 - 4 jam,2 - 4 jam,2 - 4 jam,< 2 jam,1 kali,1 kali,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Menghemat listrik 
Iya,Bandung,Rumah,4,Sejuk,900 VA,Tidak,1-5,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,9.0,5.0,8.0,7.0,10.0,2.0,3.0,4.0,6.0,1.0,2 - 4 jam,4 - 8 jam,Tidak punya AC/kipas angin,Tidak punya AC/kipas angin,Tidak punya komputer,Tidak punya komputer,3 kali,> 4 kali,Ya,Ya,Tidak,Tidak,Ya,Ya,Ya,9-12 Jam,> 12 Jam,<2 Jam,3-8 Jam,9-12 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Mematikan lampu yg tidak digunakan
Iya,Bandung,Rumah,> 5,Sejuk,2200 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,3,1,Tidak ada,3,3,1,Tidak ada,Tidak ada,1,1,4.0,7.0,8.0,5.0,10.0,2.0,3.0,9.0,6.0,1.0,< 2 jam,< 2 jam,< 2 jam,< 2 jam,8 - 12 jam,2 - 4 jam,> 4 Kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Cabut alat listrik yg tidak di pakai. Misal charger hp.
Iya,Bandung,Rumah,4,Sejuk,1300 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,3.0,5.0,6.0,7.0,8.0,2.0,9.0,4.0,10.0,1.0,2 - 4 jam,4 - 8 jam,Tidak punya AC/kipas angin,Tidak punya AC/kipas angin,Tidak punya komputer,Tidak punya komputer,> 4 Kali,> 4 kali,Ya,Ya,Tidak,Ya,Ya,Ya,Ya,> 12 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Matikan listrik pada saat tidak digunakan 
Iya,Bandung,Rumah,> 5,Panas,1300 VA,Tidak,6-10,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,1,5.0,6.0,8.0,10.0,9.0,4.0,2.0,3.0,7.0,1.0,2 - 4 jam,2 - 4 jam,< 2 jam,< 2 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Pagi (05:00 - 10:59),4.0,"Selesai memakai harus di matikan seperti lampu,tv,kipas angin dll dan jgn sampai stand by terutama listrik listrik yang besar seperti majikom "
Iya,Bandung,Rumah,3,Sejuk,900 VA,Tidak,1-5,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,2,Tidak ada,Tidak ada,Tidak ada,Tidak ada,2.0,10.0,6.0,7.0,9.0,8.0,5.0,3.0,4.0,1.0,Tidak punya TV,Tidak punya TV,Tidak punya AC/kipas angin,< 2 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,Tidak punya setrika,Ya,Ya,Tidak,Tidak,Ya,Ya,Ya,> 12 Jam,> 12 Jam,<2 Jam,<2 Jam,<2 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,"Menyalakan lampu jika memang diperlukan, Selalu memcabut charger jika sudah selesai digunakan"
Iya,Bandung,Rumah,4,Panas,1300 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,1,1,1,Tidak ada,1,1,Tidak ada,1,1,6.0,4.0,5.0,8.0,9.0,3.0,7.0,2.0,10.0,1.0,> 8 jam,> 12 jam,< 2 jam,< 2 jam,< 2 jam,< 2 jam,4 kali,> 4 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Terus Mengalami Kenaikan ( Hampir Tiap Bulan Naik 100.000),September,Malam (19:00 - 04:59),4.0,matikan lampu ketika malam
Iya,Bandung,Rumah,3,Panas,1300 VA,Tidak,10-15,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,1,1,8.0,9.0,4.0,7.0,10.0,6.0,3.0,2.0,5.0,1.0,< 2 jam,< 2 jam,< 2 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,3 kali,3 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,> 12 Jam,3-8 Jam,3-8 Jam,> 12 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Pagi (05:00 - 10:59),3.0,"TV jarang dinyalakan, matikan lampu saat tidak ada di rumah, charger hp setelah dipakai seharusnya dicabut "
Iya,Bandung,Rumah,> 5,Sejuk,1300 VA,Tidak,6-10,2,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,2,Tidak ada,Tidak ada,1,1,8.0,7.0,5.0,6.0,10.0,4.0,3.0,2.0,9.0,1.0,2 - 4 jam,4 - 8 jam,Tidak punya AC/kipas angin,Tidak punya AC/kipas angin,Tidak punya komputer,Tidak punya komputer,1 kali,1 kali,Ya,Ya,Tidak,Ya,Tidak,Ya,Tidak,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Sore (16:00 - 18:59),3.0,Mematikan listrik yang tidak perlu
Iya,Bandung,Rumah,> 5,Panas,1300 VA,Tidak,10-15,2,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,2,1,3,Tidak ada,Tidak ada,2,2,5.0,7.0,6.0,8.0,10.0,4.0,2.0,3.0,9.0,1.0,2 - 4 jam,4 - 8 jam,4 - 8 jam,> 12 jam,< 2 jam,< 2 jam,2 kali,1 kali,Tidak,Ya,Tidak,Ya,Ya,Tidak,Ya,9-12 Jam,> 12 Jam,3-8 Jam,9-12 Jam,> 12 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Memakai lampu double contoh nya memakai lampu yg watt nya lebih kecil pd siang hari di ruangan yg tidak bisa dimasukin cahaya dari luar ( ruangan yg full dinyalakan lampu nya 24 jam)
Iya,Bandung,Rumah,3,Sejuk,> 2200 VA,Tidak,1-5,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,1,1,6.0,5.0,9.0,8.0,10.0,2.0,4.0,3.0,7.0,1.0,> 8 jam,8 - 12 jam,< 2 jam,< 2 jam,< 2 jam,< 2 jam,2 kali,1 kali,Ya,Ya,Tidak,Tidak,Ya,Ya,Ya,3-8 Jam,> 12 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Sore (16:00 - 18:59),4.0,Hemat penggunaan alat listrik 
Iya,Bandung,Rumah,4,Sejuk,2200 VA,Ya,10-15,1,1,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,2,Tidak ada,1,2,Tidak ada,2,1,2.0,3.0,5.0,7.0,9.0,8.0,4.0,6.0,10.0,1.0,4 - 8 jam,8 - 12 jam,4 - 8 jam,4 - 8 jam,< 2 jam,< 2 jam,4 kali,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Sore (16:00 - 18:59),4.0,Mematikan sunber listrik yg tdk perlu
Iya,Bandung,Rumah,5,Sejuk,2200 VA,Ya,lebih dari 20,1,1,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,1,1,3.0,4.0,6.0,7.0,9.0,5.0,8.0,2.0,10.0,1.0,> 8 jam,8 - 12 jam,> 8 jam,8 - 12 jam,4 - 8 jam,4 - 8 jam,4 kali,> 4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,Mematikan lampu/elekteonik diruangan yg tidak terpakai
